,alsk.us,amt.us,amx.us,atni.us,bce.us,bt.us,cbb.us,ccoi.us,cel.us,cha.us,chl.us,cht.us,chu.us,cmcsa.us,cnsl.us,ctl.us,dish.us,eght.us,ftr.us,gsat.us,idcc.us,idt.us,ipas.us,irdm.us,kt.us,lbtya.us,lbtyk.us,mbt.us,oran.us,orbc.us,phi.us,ptnr.us,rci.us,sbac.us,shen.us,sify.us,sjr.us,skm.us,spok.us,t.us,tds.us,tef.us,teo.us,ti.us,tkc.us,tlk.us,tmus.us,tsu.us,tu.us,usm.us,utsi.us,vg.us,viv.us,vod.us,vz.us,win.us
idt.us,0.00015568438792963306,7.844649326626063e-05,7.604009618715469e-05,0.00014414486344117727,4.671887099488e-05,7.540107782087517e-05,0.00014189989049452184,0.000132188217049227,6.051686330051385e-05,6.791217817997359e-05,4.3614440822052546e-05,5.08379888717985e-06,6.549949683622132e-05,1.1806061582707602e-05,8.865422049182442e-05,5.628192441861866e-05,1.1290572388956723e-05,0.00018809335373621552,0.00011480839240007596,0.00020310789543836701,0.00012865333195755387,0.0008588911772618294,8.471056952058043e-05,0.00012500852659604438,4.722269465506314e-05,8.853919499530463e-05,9.041752325196224e-05,5.3425168449605485e-05,8.184055289136872e-05,0.00011041942220328862,4.200055903697195e-05,7.738680107602464e-05,4.862769750512597e-05,7.256945674054289e-05,0.00021518713025526045,0.00010208678851904403,5.187454917448694e-05,4.4484313621261234e-05,0.00013540236713952377,-9.105596632059843e-06,0.00012350420230918013,8.466566296360444e-05,8.726008252918173e-05,8.57697068938142e-05,5.305690367943218e-05,6.313485650466646e-05,0.00014934810127045745,7.758155428464589e-05,4.298201634950732e-05,0.00010248441165011793,0.00010267553833558545,0.00017332580837374297,7.578766655196736e-05,6.001508816151082e-05,-4.754841758515128e-06,7.005332535708142e-05
ipas.us,6.960421587901314e-05,3.913405870117712e-05,3.947001797110422e-05,7.759247297100525e-05,1.0780922234741294e-05,3.5772555272973905e-05,2.895132803898763e-05,7.583447082995378e-05,5.023529671144877e-05,3.530899970643617e-05,2.941344333595043e-05,1.5782768624868507e-05,3.536504204896473e-05,3.3303590154443586e-05,4.140746320904108e-05,4.287680785235826e-06,3.569367247117048e-05,9.629421286217393e-05,4.253204814649871e-05,0.00016156149939021948,0.00010437011616107932,8.471056952058043e-05,0.001080592128206146,9.770818109677562e-05,2.13383184334702e-05,4.85706103264476e-05,4.5540502670172496e-05,5.329688632415058e-05,4.500043480544038e-05,0.00011753552092226899,1.4282178302634647e-05,5.934291507514842e-05,2.7247497457069974e-05,4.779722418988449e-05,8.687787938217866e-05,4.7147848079806246e-05,3.340715602257725e-05,9.379353889183597e-06,2.9490455905115144e-05,7.790969512705781e-06,7.899430031247463e-05,4.7547339198631386e-05,4.3439187000108244e-05,4.589269352900092e-05,2.8889532432219665e-05,2.8449813437828195e-05,6.776316307374385e-05,3.3553798011220285e-05,1.7535430040231802e-05,6.677606386135143e-05,0.0001462222086888976,7.903681146737458e-05,3.8876707748323284e-05,2.9442147244103087e-05,9.583406738925262e-06,1.4309476387984233e-05
irdm.us,8.76007319067921e-05,5.497336697029574e-05,6.850480000938486e-05,9.947524899125881e-05,2.6636433831760674e-05,4.831981842766855e-05,0.00012673024162897733,9.891024445429651e-05,5.2937402919194663e-05,4.851283789338798e-05,3.705639046295874e-05,7.127207259347751e-06,4.736241481594511e-05,4.665594069702314e-06,8.992132234078438e-05,3.702228201832562e-05,2.120987690313582e-05,0.00013823525061940382,5.135872815924999e-05,0.0001913087084671327,0.00010500093042213812,0.00012500852659604438,9.770818109677562e-05,0.0005466848339218763,4.411128816654877e-05,6.211134712114909e-05,5.786942085399253e-05,4.1380890155849124e-05,5.445922093218427e-05,0.00010881994420673479,2.0244126399939717e-05,6.178574198350544e-05,2.9631001774791128e-05,5.7893060819225954e-05,0.0001985086164493748,6.321335733418026e-05,3.960335245104599e-05,1.578898019369807e-05,0.0001242470361946122,-3.1815411018527935e-06,0.00012048982460369596,6.21061202535704e-05,6.35957448822024e-05,6.308667865926836e-05,4.320712261424e-05,3.497596553280727e-05,0.00012321481383598793,6.0181872362863755e-05,2.8114308701277108e-05,0.00010148501856858702,8.920742616201459e-05,0.00013890500705325814,5.79016062390134e-05,4.220996340857897e-05,2.9519749231060575e-06,4.7837488816915056e-05
kt.us,3.735818870407756e-05,2.9918189658018403e-05,3.377555323906711e-05,3.2099833899829674e-05,1.4782966416395812e-05,3.14724719481699e-05,4.692629264192996e-05,3.093831571362193e-05,2.3890522553041904e-05,3.246356267578514e-05,1.873532757543748e-05,8.971127168484777e-06,2.7400309051061867e-05,1.2177876051828095e-05,2.3581324544048394e-05,1.9901045982697638e-05,1.8804921707007638e-05,4.3706562428728025e-05,2.447705811041809e-05,7.879781506208114e-05,4.103983024903912e-05,4.722269465506314e-05,2.13383184334702e-05,4.411128816654877e-05,8.786658667080185e-05,3.510513501532792e-05,3.469128867455418e-05,3.6217597737720956e-05,3.4933885395406405e-05,3.0222747706266842e-05,2.001255187148158e-05,2.746249726847301e-05,1.952181072292638e-05,2.9295168169690585e-05,5.668326942424896e-05,2.9876615374250986e-05,2.0913282640836582e-05,3.641491217395447e-05,2.5797486287981546e-05,4.718378995748794e-06,4.531130331044029e-05,3.99618380674043e-05,4.74838108992407e-05,3.8557352868748216e-05,3.1028779947501855e-05,2.8532369930883022e-05,3.8273923828278726e-05,3.724833123086823e-05,1.599918929841486e-05,3.480965492193569e-05,5.814507524707355e-05,3.9316424283240676e-05,3.80027435598108e-05,2.4363485499846015e-05,9.287251675616273e-06,2.407185121276072e-05
lbtya.us,8.518343302982528e-05,7.004188496380284e-05,5.460901934985957e-05,6.97021188011694e-05,2.8782101982056683e-05,5.56416019071092e-05,6.401642257572656e-05,7.77730954572137e-05,4.490314511037328e-05,4.7297493574459134e-05,3.446411798322225e-05,1.1513815648188931e-05,4.597991316066755e-05,2.9970114583691964e-05,5.406490792362021e-05,3.7781434905692124e-05,3.803831851589651e-05,0.00010868517539200594,2.9868675565060608e-05,0.00010305148366685822,8.627548715973772e-05,8.853919499530463e-05,4.85706103264476e-05,6.211134712114909e-05,3.510513501532792e-05,0.00022086275398251534,0.0002009114289750297,5.632672018950976e-05,6.055872072272998e-05,6.670675557665003e-05,2.449348161295459e-05,5.236023956587816e-05,4.265143161310879e-05,6.415075718357501e-05,8.486103594379282e-05,6.257690173605615e-05,4.1485218801442595e-05,3.541947563065889e-05,5.308634400422885e-05,9.425966734289212e-06,7.363163745175559e-05,6.11104012179381e-05,5.867443762563535e-05,6.240090504019354e-05,4.455962519262364e-05,3.9624967160422827e-05,9.214413585924449e-05,5.1457014417529364e-05,3.412147827142333e-05,6.60098027078618e-05,7.027754917598209e-05,8.498911406872445e-05,5.4926770054561494e-05,4.7652159178011074e-05,9.849503823552577e-06,4.389282278193199e-05
lbtyk.us,8.563353489299682e-05,6.672688228456234e-05,4.85538491191217e-05,6.330564078115827e-05,2.5994244337522063e-05,5.446868521411363e-05,6.133753311825379e-05,7.349030495708228e-05,4.458655343587264e-05,4.661644568032216e-05,3.3608529832473936e-05,1.0899792013959139e-05,4.5402081528383664e-05,3.1100080077747205e-05,5.5111375811216756e-05,3.933833107267946e-05,3.7736288399259815e-05,0.0001012971540030805,2.9964583376925173e-05,9.111502697529652e-05,8.659635920214262e-05,9.041752325196224e-05,4.5540502670172496e-05,5.786942085399253e-05,3.469128867455418e-05,0.0002009114289750297,0.00021878602355553304,5.404986799814458e-05,5.6047932151266955e-05,6.563926166682704e-05,2.4988310667587923e-05,4.679238486571655e-05,4.0854186573087355e-05,6.270401825944135e-05,8.083372723092877e-05,6.461425612360601e-05,4.051071418865512e-05,3.534366592439267e-05,5.41030399348886e-05,1.133532892411952e-05,6.835533778287199e-05,5.6753926775869024e-05,6.154336380926459e-05,5.980199284423233e-05,4.598685605000467e-05,4.076698108316004e-05,8.867947162869202e-05,4.968665865181577e-05,3.3209224115904105e-05,6.237183077059181e-05,7.374351929221279e-05,7.914384916981477e-05,5.424201543410332e-05,4.606313339145698e-05,1.0347510878062272e-05,4.9251565384894684e-05
mbt.us,6.95522270000158e-05,6.247655977791468e-05,7.345553664005162e-05,5.6885545307710386e-05,3.245121729312701e-05,5.5272334919669616e-05,6.802551319280277e-05,6.431477175977041e-05,4.940319705603055e-05,5.811220503306639e-05,4.24282515825234e-05,9.643354227794524e-06,5.9449919522198455e-05,1.8419551665629652e-05,3.755953898793698e-05,3.1965580122348566e-05,2.930347855228044e-05,9.464782488419536e-05,4.168518440709154e-05,5.389748065593957e-05,6.987610894712909e-05,5.3425168449605485e-05,5.329688632415058e-05,4.1380890155849124e-05,3.6217597737720956e-05,5.632672018950976e-05,5.404986799814458e-05,0.00028797807979649795,6.405724831462205e-05,5.55503224457442e-05,2.735647812242407e-05,4.7983166548515537e-05,4.496510699464117e-05,6.37147573264394e-05,9.13609374241796e-05,4.105511867939351e-05,5.038119622054307e-05,4.526993003127442e-05,5.113310451643096e-05,9.373348674516756e-06,7.926303145873326e-05,7.057024420163955e-05,7.217410286489814e-05,6.945896967160055e-05,6.202774477966223e-05,4.925761080379756e-05,7.488946705985143e-05,8.648258960338916e-05,4.0833450315755964e-05,6.525404669654532e-05,7.630467445647184e-05,5.6468538588043686e-05,5.751858712088259e-05,5.074873023195789e-05,7.388952384362504e-06,4.229969008294249e-05
oran.us,6.470457556943635e-05,4.75534895279404e-05,5.428786592292597e-05,7.251548657077287e-05,2.988314490923357e-05,6.086794829081229e-05,7.184001418548704e-05,6.75347507328672e-05,4.661244555683277e-05,5.00770322241572e-05,3.2546268453704975e-05,6.553533837045213e-06,4.571737964228951e-05,1.1507710849572903e-05,4.5113291198388556e-05,3.407260846755438e-05,1.0723020444853235e-05,9.02816694852182e-05,4.563251972612678e-05,8.379618117682919e-05,7.4571202302093e-05,8.184055289136872e-05,4.500043480544038e-05,5.445922093218427e-05,3.4933885395406405e-05,6.055872072272998e-05,5.6047932151266955e-05,6.405724831462205e-05,0.00010101296096449374,7.39772282336727e-05,2.4007299332286665e-05,4.4405464852133856e-05,3.767974121791432e-05,4.651125710889446e-05,9.906926492396463e-05,3.818795281890242e-05,4.1590839856401696e-05,2.9220362285770754e-05,5.560131816980534e-05,7.95837934716949e-06,6.726283039683812e-05,8.72495359493519e-05,6.357669678105752e-05,8.68886055192297e-05,4.9190113825121104e-05,3.749395690275584e-05,7.281626192351452e-05,6.006894862729855e-05,3.4183031167844274e-05,5.320378728807176e-05,5.2337629087545325e-05,7.31563607424018e-05,5.6186032343587376e-05,5.2726158285382234e-05,5.773313193260524e-06,4.4672968327729444e-05
orbc.us,5.971973312148126e-05,4.995865826913356e-05,5.770781172163632e-05,9.821510218637178e-05,2.9861290992338296e-05,5.216151638622785e-05,9.944618349724698e-05,0.00010047529296740242,5.6491501833343725e-05,5.0367662953445166e-05,3.7360195858294835e-05,-9.146725017369447e-06,4.459366524280107e-05,2.4054303848456607e-06,7.124918072055065e-05,4.548723892535805e-05,8.104006165763257e-06,0.0001519124973871659,4.410719365361313e-05,0.00012970233373590736,0.00011986756992126435,0.00011041942220328862,0.00011753552092226899,0.00010881994420673479,3.0222747706266842e-05,6.670675557665003e-05,6.563926166682704e-05,5.55503224457442e-05,7.39772282336727e-05,0.0007421496822195376,2.7700544469061443e-05,6.613031903781726e-05,3.917276140614627e-05,4.000405253981027e-05,0.00014677640152134945,5.3778417398151455e-05,4.940347110206154e-05,2.0594131833993066e-05,9.686598876747885e-05,-7.653981180532363e-06,9.31680848956729e-05,7.185810416200758e-05,9.157511865354232e-05,7.291291730393065e-05,3.3118205767177965e-05,3.134468657621502e-05,9.859921203315617e-05,5.202612582438894e-05,3.868561673002636e-05,7.3650056320614e-05,6.64102073868514e-05,0.00014726940069081622,5.004951054030242e-05,4.357767588990202e-05,-4.2670517697696215e-07,3.312658469308157e-05
phi.us,3.0230382681385892e-05,1.8758411883907225e-05,2.8282908370380516e-05,3.293569489356203e-05,1.4565606222499314e-05,2.1868426258442464e-05,4.3025301103397365e-05,3.434600926805546e-05,2.113975444723596e-05,2.432632624338351e-05,1.725989403328578e-05,2.351941254517854e-06,1.779536326974009e-05,2.5419749854595948e-06,2.3692314202917302e-05,2.118570377221471e-05,4.941723289245077e-06,4.052399106820861e-05,1.8341177991201682e-05,4.8480035881534936e-05,3.227692453458015e-05,4.200055903697195e-05,1.4282178302634647e-05,2.0244126399939717e-05,2.001255187148158e-05,2.449348161295459e-05,2.4988310667587923e-05,2.735647812242407e-05,2.4007299332286665e-05,2.7700544469061443e-05,8.618150464026887e-05,2.1755535791908783e-05,1.8991372778896444e-05,2.3822013508005417e-05,4.9309667347347784e-05,2.1430843134016156e-05,1.923498021864765e-05,1.5188707756044775e-05,1.84504957168193e-05,5.133335486461516e-06,3.734705373302149e-05,2.498796551905822e-05,3.722872007878724e-05,2.5963502895355704e-05,2.5083638684755338e-05,2.5396158170754796e-05,2.9028803448662934e-05,3.0013274057340622e-05,1.6759608126288252e-05,3.0106752741233375e-05,3.484022943405692e-05,3.0177969536629612e-05,3.179837073535129e-05,1.8385871422667777e-05,1.5138948766317136e-06,1.9790901004375284e-05
ptnr.us,9.440175696764996e-05,3.5075209578667374e-05,4.7248811470145784e-05,6.704510184131859e-05,1.7384443901681927e-05,3.758024347220488e-05,6.484248274174545e-05,6.185247830180936e-05,0.00011133156488098289,3.9735564575770545e-05,2.7369839823957605e-05,4.631961948298047e-06,3.476150977048418e-05,3.685609488831994e-06,4.8940622874984625e-05,2.5113991879108007e-05,-1.1402536718889624e-06,7.67489283762291e-05,4.6898060607013485e-05,8.466504659550133e-05,6.140513074634155e-05,7.738680107602464e-05,5.934291507514842e-05,6.178574198350544e-05,2.746249726847301e-05,5.236023956587816e-05,4.679238486571655e-05,4.7983166548515537e-05,4.4405464852133856e-05,6.613031903781726e-05,2.1755535791908783e-05,0.00021002457819323283,2.861529427091669e-05,3.2502806469673596e-05,9.490925796937547e-05,2.9040282256238523e-05,2.6599483978341908e-05,2.6979158928408245e-05,4.6015171885516914e-05,-3.016710811732802e-07,5.377454625835967e-05,4.64458201090672e-05,3.595767827788729e-05,4.6883437237495963e-05,3.439138664212566e-05,3.263564009876592e-05,7.49731349409804e-05,5.621214808614589e-05,2.0656915448258374e-05,4.646720376126337e-05,4.739451020539168e-05,6.264742750126007e-05,4.770612937917581e-05,2.9185823265454797e-05,1.3120727600713405e-06,3.110594126523001e-05
rci.us,3.545944664183319e-05,4.03131949157679e-05,3.7326579069953854e-05,4.668513962436816e-05,4.77240311284472e-05,3.2119771687109465e-05,4.8673299149601676e-05,3.8292544530213446e-05,3.0273677076040328e-05,3.203145737016301e-05,2.284613886749752e-05,3.2485817905333266e-06,3.1324558000913854e-05,4.37783594291192e-06,3.121971313000491e-05,2.935366253375108e-05,9.814078653856692e-06,6.263468639168416e-05,3.624732224898065e-05,4.508776864662317e-05,4.991424215468275e-05,4.862769750512597e-05,2.7247497457069974e-05,2.9631001774791128e-05,1.952181072292638e-05,4.265143161310879e-05,4.0854186573087355e-05,4.496510699464117e-05,3.767974121791432e-05,3.917276140614627e-05,1.8991372778896444e-05,2.861529427091669e-05,0.00012114236164818917,3.801648084687867e-05,6.487052769563763e-05,3.5903767681143404e-05,4.986807380105859e-05,2.2247682145664186e-05,3.5916037625626566e-05,1.0822843072690074e-06,4.7328131398716985e-05,3.9355340326139386e-05,3.031761701109164e-05,4.3746037497326124e-05,3.251073156352227e-05,2.5521467956964372e-05,3.08740684877964e-05,3.531590477216716e-05,5.7177653107783436e-05,4.0932076856579607e-05,3.592596760714669e-05,3.8022204377810814e-05,3.2101535382993726e-05,2.974643432827936e-05,2.979518774926028e-06,3.103019299307428e-05
sbac.us,7.37588508816259e-05,8.343353888590199e-05,4.683566214086266e-05,6.069023321528336e-05,2.5421856478096635e-05,4.435263632584874e-05,6.393382893860744e-05,5.7012477913896665e-05,3.771005436265314e-05,4.3998211375362696e-05,3.182159434519321e-05,7.988724428412767e-06,4.040081353378192e-05,1.6516371000114672e-05,4.057894578776078e-05,3.2131683813171615e-05,3.0206916832007488e-05,8.828949693415261e-05,3.070456288032887e-05,6.134816892389433e-05,7.034156902273478e-05,7.256945674054289e-05,4.779722418988449e-05,5.7893060819225954e-05,2.9295168169690585e-05,6.415075718357501e-05,6.270401825944135e-05,6.37147573264394e-05,4.651125710889446e-05,4.000405253981027e-05,2.3822013508005417e-05,3.2502806469673596e-05,3.801648084687867e-05,0.0001436892556117157,8.058941906539634e-05,5.66173872420565e-05,3.8241833742592844e-05,2.7689263536127825e-05,5.525758815736313e-05,3.9499056163228366e-06,6.916289836598234e-05,4.787292322272252e-05,4.879416429408678e-05,4.903330288149447e-05,4.299282495932089e-05,3.223384493085526e-05,7.414113137862327e-05,5.7536931092845924e-05,3.2310586647961316e-05,5.8315797866273585e-05,7.092651996733078e-05,7.484154142995143e-05,5.2535440750253844e-05,4.017998787943007e-05,5.387534428514219e-06,4.058203524269065e-05
shen.us,0.00012565932104134078,7.320728532895231e-05,9.237593978653468e-05,0.000236635060217219,5.49063465867293e-05,7.612311618550237e-05,0.00020724538599153767,0.00015352454129599142,8.864427872397477e-05,8.280051914409793e-05,5.625868280736778e-05,9.697863662933054e-09,6.517236739314326e-05,-1.813691072793832e-05,0.0001627369879672968,6.246345793821347e-05,-1.634001439736675e-05,0.0002185655371149682,9.04222386889343e-05,0.000247283961936153,0.00014530047789561662,0.00021518713025526045,8.687787938217866e-05,0.0001985086164493748,5.668326942424896e-05,8.486103594379282e-05,8.083372723092877e-05,9.13609374241796e-05,9.906926492396463e-05,0.00014677640152134945,4.9309667347347784e-05,9.490925796937547e-05,6.487052769563763e-05,8.058941906539634e-05,0.0007214578601923723,0.00012769936374650085,6.578139319400555e-05,4.491669997753425e-05,0.00022697236059893034,3.1881848881106937e-07,0.0001632807126711152,0.00010147200635142527,8.794153205451792e-05,0.00010784029385552537,7.393959298461608e-05,6.427011840662956e-05,0.0001419026658331609,9.594822968119966e-05,5.057960266140111e-05,0.00014360503534282325,0.00010696694754646401,0.0001905848092172327,8.014471976565024e-05,6.522421412879626e-05,7.342999154413618e-06,8.309008170694413e-05
sify.us,7.840358820551072e-05,3.485329815193128e-05,5.0820367763735804e-05,3.981092510743995e-05,3.12242913661753e-05,3.8214074903353224e-05,9.497332515702163e-05,0.0001227455309705558,4.7443752421378295e-05,5.335689371192745e-05,2.9103745709138223e-05,1.371707826504849e-05,4.273231106882216e-05,2.4847339322684562e-05,7.025134320386056e-05,3.81391680521433e-05,1.1459785359736391e-05,0.00013326087168733005,7.927387892691227e-05,5.7633027293846696e-05,9.836702642179122e-05,0.00010208678851904403,4.7147848079806246e-05,6.321335733418026e-05,2.9876615374250986e-05,6.257690173605615e-05,6.461425612360601e-05,4.105511867939351e-05,3.818795281890242e-05,5.3778417398151455e-05,2.1430843134016156e-05,2.9040282256238523e-05,3.5903767681143404e-05,5.66173872420565e-05,0.00012769936374650085,0.0018368368423057686,4.6756651504035654e-05,3.7961368668314516e-05,3.5139278796742586e-05,2.3912512646383688e-05,5.8656840555668724e-05,5.478715315842254e-05,9.41678439408997e-05,5.129554586544243e-05,3.2535522225688385e-05,4.4796469833903915e-05,4.64542021376842e-05,4.031811663033498e-05,4.844189752297916e-05,5.091025931168853e-05,0.0001279633929462258,9.021256576668189e-05,4.1952999134489323e-05,2.7285875778716166e-05,1.16815143428763e-05,6.63485118479281e-05
sjr.us,5.437594103718815e-05,3.788460752589423e-05,4.098608924124844e-05,5.1120205290166585e-05,3.7287291768355086e-05,3.753643297523909e-05,4.77482283942632e-05,4.7842976638042716e-05,2.842500598277346e-05,3.494495756232352e-05,2.5996093433321298e-05,6.029123423814091e-06,3.487384205067157e-05,1.2237120881776362e-05,3.484303682949806e-05,3.040223716273379e-05,1.76527349459365e-05,5.6184435486017564e-05,3.7318604700032666e-05,5.472824245506575e-05,6.13786970070977e-05,5.187454917448694e-05,3.340715602257725e-05,3.960335245104599e-05,2.0913282640836582e-05,4.1485218801442595e-05,4.051071418865512e-05,5.038119622054307e-05,4.1590839856401696e-05,4.940347110206154e-05,1.923498021864765e-05,2.6599483978341908e-05,4.986807380105859e-05,3.8241833742592844e-05,6.578139319400555e-05,4.6756651504035654e-05,0.00011105182671092375,1.959440086296599e-05,3.852922856339194e-05,3.72984974921721e-06,4.4872801297594195e-05,4.5268464223959865e-05,4.0634594514541246e-05,4.5975323246670194e-05,3.3976967360495704e-05,2.7024747247417817e-05,4.526638716700743e-05,4.26673591184491e-05,4.3210700540971195e-05,3.601864101063974e-05,4.2873957313692044e-05,4.679782804882543e-05,3.999692034522079e-05,3.111373550904353e-05,4.720906144630931e-06,3.664581388920873e-05
skm.us,4.1654159179935676e-05,2.9526911249349915e-05,2.8933589062924387e-05,2.3667754931902973e-05,1.4212210287094633e-05,2.9038693473261497e-05,2.854510111416124e-05,3.611102297754656e-05,2.5631151596386715e-05,2.7335840430541815e-05,1.8000317385015303e-05,7.530680981198464e-06,2.8020646207810646e-05,9.293077030504717e-06,2.5241802743983734e-05,1.9479080859459212e-05,1.4720355726556985e-05,5.73188129254643e-05,2.25344217874072e-05,4.938281853245605e-05,4.381967905572676e-05,4.4484313621261234e-05,9.379353889183597e-06,1.578898019369807e-05,3.641491217395447e-05,3.541947563065889e-05,3.534366592439267e-05,4.526993003127442e-05,2.9220362285770754e-05,2.0594131833993066e-05,1.5188707756044775e-05,2.6979158928408245e-05,2.2247682145664186e-05,2.7689263536127825e-05,4.491669997753425e-05,3.7961368668314516e-05,1.959440086296599e-05,9.531347277430002e-05,2.908510487206269e-05,1.9259510479387406e-06,4.326465440278794e-05,3.531834882645408e-05,3.4607079435503025e-05,3.567959727980123e-05,2.6895808282035964e-05,2.7672267452579762e-05,4.733965114185284e-05,3.15511060860571e-05,1.7818884475569856e-05,3.8348701557522e-05,4.362514952127897e-05,2.305071904814746e-05,2.718920717260767e-05,2.557102284199197e-05,3.3506216260456085e-06,2.6396489003585843e-05
spok.us,5.231232404077018e-05,5.294249831862894e-05,5.037851076535613e-05,0.0001166453727176171,3.0468486243836106e-05,4.8501506043062206e-05,0.00011965503698561102,8.506622652849113e-05,4.747254410195673e-05,5.0324916776728495e-05,3.5238976502324555e-05,1.9385007914039163e-06,4.718924387362721e-05,2.4283854258726124e-06,8.610796827270502e-05,4.0489639900923785e-05,1.2603993403178753e-05,0.00014622847932625323,5.0812143860864804e-05,0.0001348222369533056,0.00010341223862424968,0.00013540236713952377,2.9490455905115144e-05,0.0001242470361946122,2.5797486287981546e-05,5.308634400422885e-05,5.41030399348886e-05,5.113310451643096e-05,5.560131816980534e-05,9.686598876747885e-05,1.84504957168193e-05,4.6015171885516914e-05,3.5916037625626566e-05,5.525758815736313e-05,0.00022697236059893034,3.5139278796742586e-05,3.852922856339194e-05,2.908510487206269e-05,0.0004110115885384037,-2.3918357722264228e-06,0.00010257081785210665,5.990355703200498e-05,5.8209526703148724e-05,6.778309749425945e-05,3.585895739780676e-05,3.189698281151247e-05,0.00010694935950809015,4.888902191166569e-05,3.896522534347105e-05,0.00010563245983260485,7.652852484734318e-05,0.00014258707176698565,4.9524493276434695e-05,3.935492222736498e-05,-1.7707818381740166e-06,4.562801873394724e-05
t.us,1.007825583193632e-05,1.6234468488102024e-06,6.133328628634524e-06,-2.3509342289113243e-06,2.7002457697936825e-06,9.355848049400561e-06,8.091588234151574e-07,4.367755450974741e-06,6.3915352402359525e-06,4.192703344666738e-06,2.45518227989824e-06,1.4081575222820529e-05,5.3782083132636665e-06,3.564474126815209e-05,2.282325069977838e-06,9.805427000057644e-06,2.990524278894336e-05,-9.317546489936889e-07,4.0145924746956166e-06,4.828727435105924e-06,2.6138379601336604e-06,-9.105596632059843e-06,7.790969512705781e-06,-3.1815411018527935e-06,4.718378995748794e-06,9.425966734289212e-06,1.133532892411952e-05,9.373348674516756e-06,7.95837934716949e-06,-7.653981180532363e-06,5.133335486461516e-06,-3.016710811732802e-07,1.0822843072690074e-06,3.9499056163228366e-06,3.1881848881106937e-07,2.3912512646383688e-05,3.72984974921721e-06,1.9259510479387406e-06,-2.3918357722264228e-06,6.507198895291206e-05,6.680249211538943e-06,8.032201745776003e-06,9.68435082294296e-06,5.357832156040889e-06,2.238685640814827e-06,4.147117099354338e-06,1.0827220785464533e-05,-1.1574599184101334e-06,2.0623168909763565e-06,7.892321645226881e-06,1.3226951097600848e-05,5.908856591847049e-06,1.0857532248061129e-05,8.08031286332325e-06,4.6368299877718415e-05,1.1151878502000021e-05
tds.us,9.533321441205394e-05,6.62909019428643e-05,7.824699190029296e-05,0.00010099896123558833,3.662180822417848e-05,5.913988528464225e-05,0.00010833737380373793,8.751736537075814e-05,5.382017651961381e-05,6.0722642825678144e-05,4.150661311857915e-05,2.9009705893196615e-06,5.1625121206229536e-05,1.1284954125769228e-05,7.277051813320349e-05,4.498337147236344e-05,1.4712193336671443e-05,0.00013262903267986215,6.78225047547596e-05,0.00012103321507213028,9.419713761739482e-05,0.00012350420230918013,7.899430031247463e-05,0.00012048982460369596,4.531130331044029e-05,7.363163745175559e-05,6.835533778287199e-05,7.926303145873326e-05,6.726283039683812e-05,9.31680848956729e-05,3.734705373302149e-05,5.377454625835967e-05,4.7328131398716985e-05,6.916289836598234e-05,0.0001632807126711152,5.8656840555668724e-05,4.4872801297594195e-05,4.326465440278794e-05,0.00010257081785210665,6.680249211538943e-06,0.000271062874261014,6.79945769556549e-05,8.347452361167994e-05,6.903345890996319e-05,5.4697355690758126e-05,4.1401024556085835e-05,0.00012757866364217774,7.073986243922195e-05,4.060477125244829e-05,0.0002018089094725936,0.00011114359700422358,0.00010027669031926035,7.098891981267922e-05,5.30221790921561e-05,2.608326365798566e-06,5.626098029803934e-05
tef.us,7.715907285123314e-05,5.34038487002305e-05,6.029382300819529e-05,7.379378372507867e-05,3.3203453990158964e-05,6.324408279785915e-05,7.609666644948468e-05,6.601449526266003e-05,4.934222695066123e-05,5.603636543798328e-05,3.832120627805714e-05,6.729455370644782e-06,5.193971048729603e-05,1.5090215137322519e-05,4.663832758694915e-05,3.8260667832200534e-05,1.55542111288438e-05,0.0001060509358607315,4.840741687308727e-05,9.114846394823286e-05,7.475231988018639e-05,8.466566296360444e-05,4.7547339198631386e-05,6.21061202535704e-05,3.99618380674043e-05,6.11104012179381e-05,5.6753926775869024e-05,7.057024420163955e-05,8.72495359493519e-05,7.185810416200758e-05,2.498796551905822e-05,4.64458201090672e-05,3.9355340326139386e-05,4.787292322272252e-05,0.00010147200635142527,5.478715315842254e-05,4.5268464223959865e-05,3.531834882645408e-05,5.990355703200498e-05,8.032201745776003e-06,6.79945769556549e-05,0.00011309955783419223,6.58605960546824e-05,9.750606122414823e-05,5.209827018929768e-05,4.295889530775821e-05,7.29071438664849e-05,6.714359618669573e-05,3.628877704997035e-05,5.543214963475824e-05,6.044814244194151e-05,7.86273026395634e-05,6.149863939411299e-05,5.459079329881253e-05,6.948540620830764e-06,5.285014609563257e-05
