,aee.us,aep.us,aes.us,ale.us,apu.us,artna.us,at.us,ato.us,ava.us,awk.us,awr.us,bip.us,bkh.us,cdzi.us,cig.us,cms.us,cnp.us,cpk.us,cpl.us,ctws.us,cwco.us,cwt.us,czz.us,d.us,dte.us,duk.us,ed.us,ee.us,eix.us,elp.us,es.us,etr.us,exc.us,fcel.us,fe.us,he.us,ida.us,kep.us,lnt.us,mgee.us,msex.us,nee.us,ngg.us,ni.us,njr.us,nrg.us,nwe.us,nwn.us,oge.us,ora.us,ottr.us,pam.us,pcg.us,peg.us,pnm.us,pnw.us,por.us,ppl.us,sbs.us,sji.us,sjw.us,so.us,sph.us,sr.us,sre.us,swx.us,tac.us,tgs.us,ugi.us,utl.us,wec.us,wtr.us,xel.us,yorw.us
ed.us,5.2113087224236643e-05,4.8158024178223993e-05,5.4313645932981846e-05,6.864305581966903e-06,2.8706759910128886e-06,3.4328653888737564e-06,6.727539179861941e-06,5.396647462882363e-06,1.0272875732005283e-05,1.4726524716984773e-06,6.498790751668516e-06,7.912787764135638e-06,7.866991466798204e-06,1.4804213580678427e-06,3.240325818873733e-06,8.210940909457702e-06,4.679627118464307e-06,3.139691035959687e-06,3.4950503040468248e-06,5.25747717276812e-06,-1.1763462451686444e-05,3.493303648538279e-06,5.7286389074552475e-06,4.600868604843747e-05,4.723392693206755e-05,4.37762272990888e-05,5.7894690167089154e-05,6.680389861360535e-06,4.3839887011888614e-05,2.13155162171877e-06,9.725554641686609e-06,4.6280668523870164e-05,4.594699847929911e-05,4.714471241466593e-06,4.7198304751009155e-05,7.3352616711312286e-06,8.353616359057156e-06,7.85752970019361e-06,8.608757509786919e-06,5.298119779057097e-06,3.5256909572284495e-06,7.687101290254997e-06,6.483199206176031e-06,4.6290197052203424e-05,3.224866738727254e-06,5.557584793768348e-06,7.082263637310323e-06,4.1829182001160005e-06,1.1899246397012403e-05,3.1249000409825613e-06,4.263582205096389e-06,-6.620412780695849e-07,-1.4616401680097194e-05,5.1413415691317404e-05,1.1371830114107787e-05,4.927732195321695e-05,1.0228411777169092e-05,4.160754356796584e-05,4.570689923750288e-06,5.946753461078461e-06,4.1409050816837425e-06,4.217603901600908e-05,3.6581976718474333e-06,4.164445748061914e-06,4.3096074209507126e-05,8.667889399188756e-06,6.890272127869114e-06,1.2992971115052646e-05,4.161573349902379e-06,6.1170586571795885e-06,4.9113239652640305e-05,6.361137514616394e-07,4.83751761301941e-05,2.414270505580077e-07
ee.us,9.472043370787869e-06,4.745615189974932e-06,1.0890381035816112e-05,6.278400853548341e-05,3.4315642564485784e-05,3.88741688539157e-05,5.638743817613371e-05,5.763693398074266e-05,6.683566005551522e-05,4.963272242785921e-05,6.793968778841543e-05,3.058084712955656e-05,6.890016064999989e-05,5.571705492346987e-05,4.372334974384253e-05,5.642434008373461e-05,5.63317917317633e-05,6.630311588345431e-05,4.526170196646529e-05,5.818564969089753e-05,6.340439135236083e-05,6.592924258829971e-05,4.70188534007596e-05,7.98435650582842e-06,4.862149405921478e-06,4.43704655204295e-06,6.680389861360535e-06,0.00012202964116948822,3.7909009714450584e-06,4.6365995255560556e-05,5.6284315632282075e-05,9.388816644983378e-06,6.138661844938559e-06,9.261484835351704e-05,3.954032087020808e-06,5.509455131833693e-05,7.117118994864485e-05,3.273335604715751e-05,5.820710385525654e-05,6.636217907841624e-05,5.4418228667234866e-05,4.7394162382080134e-05,2.8744635075709213e-05,1.0555812494139654e-05,6.877566143710728e-05,5.7477326765847066e-05,6.514242941032325e-05,5.957983277950173e-05,5.609929994714753e-05,6.637126212863026e-05,7.408032782249346e-05,2.7434736359606474e-05,3.709027606161945e-05,8.943179595417333e-06,7.266092177643715e-05,6.6907277329616005e-06,6.141353386601467e-05,4.547625283544329e-06,4.4558191872822205e-05,6.976264697176772e-05,6.950135395638183e-05,5.748177712387251e-06,2.582750811025125e-05,6.115525262502674e-05,3.2535312234034144e-06,6.980879962518068e-05,3.769843816298672e-05,2.7699800931024106e-05,5.453585911941972e-05,5.870847036617579e-05,4.997128149398966e-06,6.121608779030011e-05,4.042935015601326e-06,5.5403746324649445e-05
eix.us,6.280019356944087e-05,6.26438453246703e-05,7.898112972356599e-05,1.7197746731523382e-06,-2.4004281599780555e-06,-1.9248522116553838e-05,-1.3192466196355198e-05,2.46192429969071e-07,1.4829468233403482e-06,-3.894286489193175e-06,-5.802784191135376e-06,1.7122831360593738e-06,5.970594546744569e-06,-4.682838680203978e-05,-1.0537494372323981e-06,1.5721843747556256e-06,1.1087462512600358e-05,-2.2049873308241507e-05,6.892667812690013e-07,-2.255933366521951e-05,-1.2981668699351727e-05,-1.1181504833320962e-05,6.6093709529127494e-06,4.7275427381334e-05,4.8504207345105246e-05,4.5784045742014066e-05,4.3839887011888614e-05,3.7909009714450584e-06,0.0013816287891446973,-1.678103660764567e-05,2.3200473522452957e-06,5.5527966198291614e-05,5.1605229888738164e-05,-3.097812724935483e-05,5.57158721300306e-05,7.573229615250752e-06,7.273179503460281e-07,2.023590827516072e-05,5.194438657505447e-06,-1.6298223728708753e-06,-1.989856062883163e-05,6.106832965724797e-06,5.228961508254305e-06,4.1163298333823735e-05,-1.4726199246149626e-06,8.961990704087988e-06,-5.466436696397433e-06,-2.6964023352486734e-06,4.07181117201048e-06,4.5550896731817605e-06,-1.3587274937962032e-05,2.6930501418785844e-05,-4.3586090935624205e-06,5.3342944751250246e-05,1.6017498784690931e-06,5.45977571138884e-05,-2.5183561974655654e-06,5.2688723097638e-05,1.3810725406496949e-05,-5.029257270280167e-06,-6.246692455682501e-06,3.851618982770139e-05,1.4850128143449028e-05,-6.539367461073668e-06,5.081341416114125e-05,9.832645721246703e-07,4.74614147082703e-06,1.2021254153472448e-05,9.704567858900675e-06,-2.0849178872622013e-05,5.2163642257941995e-05,-8.100620969266085e-06,4.988007816115486e-05,-2.392638534064128e-05
elp.us,2.3782758208034816e-06,4.667117771544512e-07,1.432665847354959e-05,4.635813557949565e-05,3.322372988382644e-05,3.0952061354615796e-05,4.967041509233373e-05,4.45622288319769e-05,4.3819167342972e-05,4.122321694725459e-05,4.94163629513646e-05,3.680430707257721e-05,5.238426026384797e-05,6.355526327217905e-05,0.00014867828656373155,4.36770693058826e-05,4.434214577478716e-05,5.06715821623547e-05,0.00013502982264314392,5.296609550755014e-05,4.2648216118741686e-05,4.7109796952675476e-05,0.00011789285377692271,4.3274627051701005e-06,5.870841004287457e-06,3.6989928817720324e-06,2.13155162171877e-06,4.6365995255560556e-05,-1.678103660764567e-05,0.0002654965679631613,4.4650256094637976e-05,7.262998165373511e-06,1.5087184988533653e-05,8.236215293904326e-05,6.2409772499219445e-06,3.935999016768344e-05,5.1393128526119246e-05,5.3234949731300296e-05,4.3258532768349726e-05,5.108208110733941e-05,4.8949034051071636e-05,3.60367789704833e-05,3.563512673798494e-05,1.0246099380208925e-05,4.642085477729734e-05,5.550627250023384e-05,4.2402954549167714e-05,3.448379459380674e-05,4.752607644107231e-05,5.209112693630144e-05,5.394216775613601e-05,5.868659432802688e-05,-0.0002236127586628277,5.8960438543893175e-06,4.987881735810279e-05,7.930822220352672e-06,4.292888897485033e-05,7.455567096476195e-06,0.00011681403538796216,4.7805108614511625e-05,4.729872135096943e-05,5.405110153919809e-06,1.5931599342423364e-05,4.301354497366732e-05,1.393543090850258e-06,4.821823684056318e-05,4.450672155241495e-05,1.730208945291632e-05,4.6094589059516466e-05,3.497514730993081e-05,7.132927769612405e-06,4.6738833384693936e-05,3.074153593667035e-06,4.396644477308436e-05
es.us,1.2311176479788353e-05,1.073602678719253e-05,1.4685472341562663e-05,5.334809871007209e-05,3.426114859315333e-05,2.7527094361426038e-05,3.649501545341311e-05,5.604508076802899e-05,6.027896548405717e-05,4.843376655020803e-05,5.27346699630906e-05,3.259247383211779e-05,6.535854330203336e-05,4.8637076060775315e-05,4.5816828404163764e-05,6.17648559302073e-05,5.9011915977714726e-05,4.7410385600441465e-05,3.896355401050352e-05,3.949858393375953e-05,3.814133607053321e-05,4.9847345937644964e-05,4.882056188805915e-05,1.2078575310455393e-05,1.0856474084208416e-05,9.392219781203361e-06,9.725554641686609e-06,5.6284315632282075e-05,2.3200473522452957e-06,4.4650256094637976e-05,8.394597892320321e-05,1.384583349715123e-05,9.61744914869162e-06,6.234465951276703e-05,9.162119364333442e-06,5.728476296445922e-05,6.237976091069176e-05,3.4737432034628114e-05,6.078084980311607e-05,5.723703332870592e-05,4.3168371213933986e-05,5.1270872790716966e-05,2.996849857604971e-05,1.1569271757566129e-05,5.8837182579539235e-05,6.104472978860499e-05,6.002737895266217e-05,4.860723016288221e-05,5.9025739692769694e-05,5.309130979245373e-05,5.778834558088206e-05,2.9333875660138802e-05,0.00018138497402797236,1.2258382610198341e-05,6.535401373325622e-05,1.4099572626054514e-05,5.9731664046702426e-05,8.399900944014632e-06,3.975769396954831e-05,5.809314485110503e-05,4.8584032867037184e-05,1.0527094898842568e-05,2.5429650088354547e-05,5.067979134705947e-05,7.926678121167207e-06,5.818684194275305e-05,3.458259129098944e-05,2.0624342861062164e-05,5.4555334441401455e-05,4.367090206655608e-05,1.2021177976671296e-05,5.824970500904526e-05,1.0306256202539748e-05,3.7156411776044145e-05
etr.us,5.950572578075058e-05,5.729307455580962e-05,6.921602350030895e-05,9.293576316254326e-06,4.186046096519976e-06,5.029524510098413e-06,2.4081233994291917e-06,6.524550881336537e-06,1.236716079213615e-05,5.110813257843205e-06,6.755216866382292e-06,7.6182828191411005e-06,1.2648215863605433e-05,-1.3435178244493698e-06,2.644510152062513e-06,1.102722960125025e-05,6.137149674731233e-06,2.125160522244282e-06,7.307435343872487e-06,-2.5345213358547006e-08,-6.047759146626029e-06,5.351045955079461e-06,8.590885885251079e-06,5.0636660956084014e-05,5.486275410790072e-05,4.769141361916978e-05,4.6280668523870164e-05,9.388816644983378e-06,5.5527966198291614e-05,7.262998165373511e-06,1.384583349715123e-05,9.337179665122876e-05,6.21428914541206e-05,6.112295866626697e-06,6.385070477703306e-05,1.0538022212433683e-05,1.1050847372128412e-05,9.300695747449827e-06,9.739931798126796e-06,6.904540342879252e-06,-8.307681158707994e-07,9.788680353864199e-06,8.418408657121809e-06,5.453517960882856e-05,3.712147712209047e-06,1.5569549864449884e-05,1.1999442020579488e-05,5.577730539071594e-06,1.4163297308729119e-05,9.715541125630035e-06,5.589478732768021e-06,5.916760287084089e-06,8.489077382219593e-05,6.248319306271839e-05,1.2543187749009319e-05,5.6541298738097187e-05,1.0808272808636711e-05,5.249342389641819e-05,1.0742423548135537e-05,5.932932862771417e-06,4.813543402450829e-06,4.30066589294673e-05,3.791573247367469e-06,6.081469198968735e-06,5.135198759361387e-05,8.316550276354202e-06,1.4441795408721016e-05,9.935018821720187e-06,4.075983178582023e-06,2.809028112681531e-06,5.4179778334945415e-05,1.3629004771197974e-06,5.1768594724397845e-05,-5.283032295702642e-07
exc.us,5.877769212572998e-05,5.5993045811857384e-05,6.891748090519015e-05,6.850373855455421e-06,4.9166925956210685e-06,-4.6986499326619584e-06,-9.91400423391406e-07,6.396204871994703e-06,9.565586171909889e-06,4.312808428192447e-06,4.224045228502856e-06,9.142836068583812e-06,8.330742788123777e-06,-9.078281493191705e-06,8.877260923057215e-06,7.193875803730543e-06,8.055135944517252e-06,-5.67464983153378e-07,1.3931325688524524e-05,-4.423957181878557e-06,-8.663435383831069e-06,1.9937341668605615e-06,1.649580932494956e-05,5.22283797583748e-05,5.148442857965511e-05,4.715387342359745e-05,4.594699847929911e-05,6.138661844938559e-06,5.1605229888738164e-05,1.5087184988533653e-05,9.61744914869162e-06,6.21428914541206e-05,0.00011154007114784209,1.4947253921676704e-05,7.044279565943085e-05,5.316608042509908e-06,7.33344258424669e-06,1.570190012672528e-05,7.660437390088381e-06,7.308210569437084e-07,-3.532395543090023e-06,6.770785555178351e-06,8.765212667865679e-06,5.224920967448293e-05,1.9785594249583598e-07,1.7943949361555014e-05,8.244414750866795e-06,1.734373336385881e-06,1.370476887493745e-05,5.705798065582555e-06,1.956665439859126e-06,1.2384073067216127e-05,-3.6163205091304676e-05,6.74532203998422e-05,8.272301667768568e-06,5.237309994647468e-05,8.597800744150903e-06,5.8762905440745754e-05,1.4955062779171301e-05,-2.178401091416905e-07,-3.304792847493553e-06,4.3042783045458985e-05,3.1574673877393435e-06,1.7677744867201498e-06,4.998112400184955e-05,4.006540170686771e-06,1.259987167139427e-05,9.886277697834493e-06,2.7113058494175145e-06,4.905449590628855e-07,5.0807172650760215e-05,1.8563411870339717e-06,4.931616941417046e-05,-6.04367266072137e-06
fcel.us,3.2554342635102625e-06,8.41569657254176e-06,4.644454129858357e-05,8.665091678412697e-05,5.585883218816282e-05,0.0001020912866100101,0.00017321568148488342,7.905472234477118e-05,8.845205325436282e-05,5.754061937712521e-05,0.00012545619603457873,7.212382189428275e-05,0.00011019909946187344,0.00022491147892428042,0.00010486086942570281,5.842218396258669e-05,7.79091780548213e-05,0.00010654930519094782,9.014037799252702e-05,0.0001273049001318507,0.00017372091733621782,0.00011437770921801439,0.0001475326392421407,-6.34721012853727e-06,4.231000901205076e-06,8.285040929587217e-06,4.714471241466593e-06,9.261484835351704e-05,-3.097812724935483e-05,8.236215293904326e-05,6.234465951276703e-05,6.112295866626697e-06,1.4947253921676704e-05,0.0015878392392752226,1.3197742727824175e-05,7.926716081444778e-05,8.693112725199419e-05,8.031095227271723e-05,6.804347864224526e-05,0.00011445181183656659,0.00013154932119825754,5.501903794905622e-05,5.011949898251363e-05,1.1194775245118133e-06,0.00011286190512032345,9.608455103970965e-05,9.408926452476873e-05,8.684807012875077e-05,9.084833134175242e-05,0.00016980832857239623,0.00013927987146076276,0.00015835296913723355,-0.00017920911445121334,-3.5150233053663426e-06,0.00010652707603795819,8.133528512360768e-06,7.620410741661413e-05,-5.311546060964339e-07,9.798710989495447e-05,9.095128251176357e-05,0.00012728616003544722,6.729158100988777e-06,6.715881558614049e-05,9.491426831833454e-05,9.804688155469235e-07,9.646148018362491e-05,5.953990474722331e-05,6.34480253833269e-05,8.325629288460195e-05,8.449146079112774e-05,7.513913455723741e-08,8.356506139045013e-05,6.0092087615972776e-06,0.00012662072381340277
fe.us,5.971992222390159e-05,5.811377138493242e-05,7.275047770501989e-05,3.6100226019558177e-06,4.261769830530066e-06,-6.527211719416355e-08,1.3828210349820095e-06,5.203369072977913e-06,8.28673889564543e-06,3.6038117639097262e-06,7.396909563543784e-07,1.0568870255092899e-05,6.105682346422521e-07,-4.957042008227185e-06,-1.227190582077743e-06,5.71162383185153e-06,1.466679249169474e-06,-1.3262291920490569e-06,8.079740082635383e-06,5.930656460321869e-07,-1.555612180134325e-05,1.21925929170338e-06,1.1013145948488918e-05,5.173956793216719e-05,5.491659291631162e-05,4.851095489002494e-05,4.7198304751009155e-05,3.954032087020808e-06,5.57158721300306e-05,6.2409772499219445e-06,9.162119364333442e-06,6.385070477703306e-05,7.044279565943085e-05,1.3197742727824175e-05,0.0001212636636984283,5.784294830497505e-06,5.4029686068824716e-06,9.10069311803711e-06,5.794302774817151e-06,1.6100861348272265e-06,-1.1879241278331126e-06,5.590784080390894e-06,5.09749064369373e-06,5.4817399762903214e-05,-2.124336047180477e-07,5.980006923066768e-06,4.18695786384054e-06,6.141661499137152e-07,1.2116550195005143e-05,7.624657542312156e-06,1.2262624410969053e-06,2.1334237936038455e-06,4.2802471613962504e-05,6.921864983013464e-05,8.189355776135844e-06,5.714597504438941e-05,6.246292536142235e-06,5.951994824694025e-05,9.838233947162125e-06,2.1865328096112903e-07,4.590695257908029e-06,4.3554949429622286e-05,5.186590780649271e-06,7.411313564377575e-07,5.161755609982076e-05,5.791395485276305e-06,1.1806624968577197e-05,1.4656070470488775e-05,2.023748406153133e-06,1.0672061711360299e-06,5.339459584133691e-05,7.994684351897896e-07,5.15253098989651e-05,-1.4420545366074632e-06
he.us,7.64771563099846e-06,7.45099547677602e-06,1.4535273192667423e-05,5.739552911006022e-05,3.274554945356108e-05,3.776442153131971e-05,4.0700187023058986e-05,6.051450415700491e-05,6.238352789578042e-05,4.772407394165153e-05,6.0388454767899674e-05,3.1923229853611776e-05,7.298033671563107e-05,6.254292546948462e-05,4.1814951579741256e-05,5.762292542491021e-05,5.57741289777892e-05,5.649300263206228e-05,3.969359829364125e-05,4.938131255705257e-05,4.908844493985113e-05,5.768637348601546e-05,5.077912117594294e-05,9.666103068058976e-06,8.340370819586652e-06,6.476060318355237e-06,7.3352616711312286e-06,5.509455131833693e-05,7.573229615250752e-06,3.935999016768344e-05,5.728476296445922e-05,1.0538022212433683e-05,5.316608042509908e-06,7.926716081444778e-05,5.784294830497505e-06,0.00010521966639474834,6.614513154589914e-05,3.439476918324393e-05,6.143484900832489e-05,6.327581033494454e-05,4.813990518474653e-05,5.045237668301941e-05,3.0434313051167766e-05,1.159028306863949e-05,6.482440009038603e-05,6.48552740594756e-05,6.005191343335336e-05,5.125230648362378e-05,6.322107469944895e-05,6.63868333425976e-05,5.783625396029017e-05,2.7515636799570777e-05,1.1216286742454626e-05,7.63254467855314e-06,7.067552926757518e-05,1.1761677512257276e-05,5.9226980077652815e-05,4.618869817402325e-06,4.225764093351774e-05,6.185127187297063e-05,6.239871406324803e-05,7.775970853052191e-06,2.2093993313770426e-05,5.51066246988938e-05,3.862023049071425e-06,6.105366297825244e-05,3.344702756685207e-05,1.6677682820811808e-05,5.7017591110411466e-05,4.9744544185327134e-05,8.250531779677292e-06,6.227202602982102e-05,4.9940645947723546e-06,4.6678093678536305e-05
ida.us,1.0665542776372666e-05,8.450366585229054e-06,1.225026779030622e-05,6.975330470431901e-05,3.654508458889336e-05,4.540080977006695e-05,5.9878232776313875e-05,6.391517478099362e-05,7.528079179794622e-05,5.296391025033714e-05,7.3682978190522e-05,3.619452078090167e-05,8.127498898655508e-05,8.674826809157883e-05,5.439290165715131e-05,6.400477597313101e-05,6.167942608185437e-05,7.141777642331676e-05,4.710485161383928e-05,6.483947085257314e-05,6.74830848778642e-05,6.907880113804518e-05,5.817483184356619e-05,8.813481489845487e-06,9.7981051076635e-06,6.7755189630139185e-06,8.353616359057156e-06,7.117118994864485e-05,7.273179503460281e-07,5.1393128526119246e-05,6.237976091069176e-05,1.1050847372128412e-05,7.33344258424669e-06,8.693112725199419e-05,5.4029686068824716e-06,6.614513154589914e-05,0.00010037103886083217,4.026682036278144e-05,6.762436554722189e-05,7.576723683616996e-05,6.315491684492256e-05,5.346045213128238e-05,3.526733110160669e-05,1.001066943054367e-05,7.299317983491723e-05,6.73189420004846e-05,7.053570382625295e-05,6.267703952932241e-05,6.698533427693878e-05,7.508013500377253e-05,7.701608410347287e-05,3.3661887701649535e-05,-1.45414857847699e-05,9.198170833397606e-06,8.122508083957739e-05,1.0446110136038513e-05,6.818413137176292e-05,5.715953212846126e-06,5.2374031083671685e-05,7.225407699324364e-05,7.884621376277953e-05,7.699161698699156e-06,2.7488469663516955e-05,6.567497860536412e-05,4.752140443262605e-06,7.464874526580107e-05,3.95163960558065e-05,3.0270155365303152e-05,6.318987810608137e-05,6.03058991107029e-05,1.1012607152935332e-05,6.594922038827763e-05,8.186709972664805e-06,6.108192028250945e-05
kep.us,9.187862455337152e-06,9.468797686966888e-06,2.7342999016875684e-05,3.340363941916e-05,2.416776757047633e-05,2.9863486582199373e-05,4.741827250033114e-05,3.591880568672614e-05,3.778509972369339e-05,3.218917805092742e-05,3.80852381488843e-05,3.236163030054884e-05,4.576315277900114e-05,6.267311470626233e-05,5.3216857657559616e-05,3.709389131996212e-05,3.6070187796796335e-05,3.693992057682162e-05,4.628929264644743e-05,4.5337237503783726e-05,5.133404128475162e-05,4.099924738157159e-05,6.635272396917613e-05,1.3912951527963991e-05,1.2216103616421473e-05,8.01716256026923e-06,7.85752970019361e-06,3.273335604715751e-05,2.023590827516072e-05,5.3234949731300296e-05,3.4737432034628114e-05,9.300695747449827e-06,1.570190012672528e-05,8.031095227271723e-05,9.10069311803711e-06,3.439476918324393e-05,4.026682036278144e-05,9.5352540673441e-05,3.434116803845371e-05,3.736022100064703e-05,3.859995755628308e-05,2.789295317218238e-05,3.1015064458002995e-05,1.4543171552218065e-05,3.923025487072768e-05,5.370525999499864e-05,3.75199747743074e-05,3.254813514325905e-05,4.270718862700472e-05,5.27732087529019e-05,4.4985497376555066e-05,4.4947167583647895e-05,-0.0001696948577989852,1.1010001870097953e-05,4.625174273771716e-05,9.704181283217198e-06,3.662736857781811e-05,1.1064737004181323e-05,5.6988201588957885e-05,4.021110323308432e-05,4.912826556153881e-05,7.448227466125049e-06,2.221535083925894e-05,3.722220895165237e-05,1.0084661689167253e-05,4.198398228443166e-05,3.959289634617795e-05,3.7259810003093174e-05,3.691350226388864e-05,3.249108090330368e-05,1.1057398672925694e-05,3.7576902778638914e-05,1.0795945235965804e-05,3.682084567304172e-05
lnt.us,1.1184342527777678e-05,8.150453129273405e-06,1.9369578477865846e-05,5.824278873746124e-05,3.506921646435035e-05,3.535445697394322e-05,4.36275380106637e-05,6.104471033726682e-05,6.375290319008932e-05,5.17477942786791e-05,5.5945865840905186e-05,3.624286167313973e-05,6.978856626833241e-05,5.404130645104855e-05,4.443996566094831e-05,6.159779401179467e-05,5.9581736602813844e-05,5.2943755085625886e-05,3.713764980529128e-05,4.463183095741948e-05,3.8867702960958e-05,5.389000824897562e-05,5.0431666668831866e-05,1.0657498206363181e-05,1.019482154995405e-05,7.224907683378052e-06,8.608757509786919e-06,5.820710385525654e-05,5.194438657505447e-06,4.3258532768349726e-05,6.078084980311607e-05,9.739931798126796e-06,7.660437390088381e-06,6.804347864224526e-05,5.794302774817151e-06,6.143484900832489e-05,6.762436554722189e-05,3.434116803845371e-05,8.875210111551965e-05,6.032287219543815e-05,4.445619496426177e-05,4.911798978844442e-05,3.0226797664899225e-05,1.2199034886920243e-05,5.925399165054496e-05,6.601757577450952e-05,6.015645823545005e-05,5.174769964984817e-05,6.472551546786959e-05,6.184577751799933e-05,6.239711442705809e-05,2.8045952322691697e-05,0.0001295361949711552,1.0433589608861393e-05,6.977212072682685e-05,1.1750065781386932e-05,6.0993119545614866e-05,8.035368729800769e-06,4.235661239794595e-05,5.933031073897961e-05,5.7019840369922566e-05,7.612386501622364e-06,2.649187222721032e-05,5.503162696367484e-05,5.609640551945925e-06,6.126520556577023e-05,3.514550752722458e-05,2.238330552839198e-05,5.84727677065818e-05,4.643224485183589e-05,9.993701019442066e-06,6.081437489977247e-05,9.15114626405148e-06,4.088857731339044e-05
mgee.us,7.389705691823245e-06,2.73423464174898e-06,6.07142396154489e-06,6.914569108254848e-05,3.4726031943447764e-05,5.892593045008457e-05,5.674012433416611e-05,6.393398254851594e-05,7.275952692790604e-05,4.861785420647685e-05,8.343888378604799e-05,3.262571570982162e-05,7.9880146940872e-05,9.787558245938524e-05,5.06640587440422e-05,5.784016709092472e-05,5.765925007800037e-05,7.893936322150345e-05,4.554057693553689e-05,8.677813284396672e-05,8.182458358176963e-05,7.923757793875934e-05,5.2668091645746e-05,5.48487851097541e-06,5.817399186489377e-06,5.397741432887585e-06,5.298119779057097e-06,6.636217907841624e-05,-1.6298223728708753e-06,5.108208110733941e-05,5.723703332870592e-05,6.904540342879252e-06,7.308210569437084e-07,0.00011445181183656659,1.6100861348272265e-06,6.327581033494454e-05,7.576723683616996e-05,3.736022100064703e-05,6.032287219543815e-05,0.0001187077909056686,7.917616042299351e-05,4.915377623203974e-05,3.1780807740202826e-05,6.179538725076422e-06,7.940686462548132e-05,6.49703473333077e-05,7.339880349931944e-05,6.687035436254303e-05,6.474156897159997e-05,7.866030677490429e-05,8.665608979195313e-05,3.9694865284862285e-05,-7.902039917710675e-05,4.476466447412714e-06,7.818761944599954e-05,8.725890698737534e-06,6.508765802056127e-05,3.102682255976807e-06,4.5176308556508905e-05,7.575661877075197e-05,9.589497657934376e-05,5.5594948165846075e-06,2.550562605235549e-05,7.105729124455051e-05,1.5522352762596044e-06,7.716948397535714e-05,3.476070355073256e-05,2.563879212392317e-05,6.253884421091693e-05,6.762797321954202e-05,6.6346714419759635e-06,6.581805148434994e-05,5.440568933734778e-06,8.013001138997645e-05
msex.us,-5.450471594098793e-07,-1.0962742164083606e-06,6.357499197047997e-06,6.454885030860846e-05,4.3022138622608464e-05,7.649802196899298e-05,6.750095462396447e-05,5.3483796741823426e-05,5.944816313252648e-05,4.569824173449785e-05,9.111226473556587e-05,2.6170322616180652e-05,6.929881730873821e-05,0.00012255747436352727,5.037018593104128e-05,4.424876977427704e-05,4.7155853407006594e-05,9.148207774230892e-05,4.582391344385601e-05,0.00011076801695219328,0.0001192478116484378,8.443975177450606e-05,7.305730779519686e-05,9.190622128646549e-07,2.026136891539176e-06,1.8635720793380526e-06,3.5256909572284495e-06,5.4418228667234866e-05,-1.989856062883163e-05,4.8949034051071636e-05,4.3168371213933986e-05,-8.307681158707994e-07,-3.532395543090023e-06,0.00013154932119825754,-1.1879241278331126e-06,4.813990518474653e-05,6.315491684492256e-05,3.859995755628308e-05,4.445619496426177e-05,7.917616042299351e-05,0.0001827844700859598,4.007075519162006e-05,3.2387210531920876e-05,-4.4382581539437466e-07,7.412147687771275e-05,5.4122605036488014e-05,6.708157382531431e-05,6.7854107733918e-05,5.5693069762394995e-05,7.932111482242838e-05,8.657094936381172e-05,3.062720056523376e-05,-0.0002700332676343371,-1.6235248679672346e-06,6.444255159539008e-05,1.1999762674989212e-06,5.271556749772088e-05,-3.856679393548708e-06,5.778699480788775e-05,7.43282064147752e-05,0.00011916569139917531,4.328201114141982e-06,2.8547023657156085e-05,6.922709006871994e-05,-5.009972998155425e-06,7.43125845025238e-05,4.064821832452471e-05,2.8708639391509302e-05,5.115999472811239e-05,7.475442038990713e-05,2.501869744193681e-06,6.37116944915312e-05,1.4235823721433536e-06,0.00010502560692177935
nee.us,9.524253476742878e-06,8.351285692468084e-06,1.305117622720683e-05,4.829783887921012e-05,2.4198449013168234e-05,2.1992574550919105e-05,3.59741400455439e-05,4.7297347125398946e-05,5.0511450759474774e-05,4.041251154381415e-05,4.4637604133823154e-05,2.5673809570162078e-05,5.459873100200729e-05,5.195812811755084e-05,3.766007673787808e-05,5.212763910398401e-05,5.014412316027631e-05,3.977414086817552e-05,3.250791793362602e-05,3.419663091546119e-05,3.337446252448684e-05,4.0819068597441655e-05,3.857611047743557e-05,9.655957111310491e-06,8.934334056263765e-06,9.251095678631886e-06,7.687101290254997e-06,4.7394162382080134e-05,6.106832965724797e-06,3.60367789704833e-05,5.1270872790716966e-05,9.788680353864199e-06,6.770785555178351e-06,5.501903794905622e-05,5.590784080390894e-06,5.045237668301941e-05,5.346045213128238e-05,2.789295317218238e-05,4.911798978844442e-05,4.915377623203974e-05,4.007075519162006e-05,7.874320819263447e-05,2.8297992866076285e-05,9.558752812595404e-06,4.858841015550563e-05,5.507640794102198e-05,4.682337203100682e-05,4.047780284101677e-05,5.071647470641696e-05,4.9348991639824185e-05,4.6745620300670814e-05,1.6750688154592555e-05,5.7827627621961686e-05,7.41452237692124e-06,5.474566597581057e-05,8.815643246995709e-06,4.918628330350069e-05,6.880082394629461e-06,3.283614964404982e-05,4.800476280569956e-05,3.983846306439295e-05,9.744200679646639e-06,1.970410622324029e-05,4.5391339670332205e-05,7.756533147500223e-06,4.883685306713925e-05,3.137435878861667e-05,9.554786425139894e-06,4.5510129488657016e-05,3.436787620800469e-05,8.225683618558639e-06,4.705515963458701e-05,6.899487808227175e-06,3.163652793070895e-05
