,abev.us,adm.us,alco.us,ande.us,apei.us,atge.us,avp.us,bg.us,bgs.us,big.us,bpi.us,brew.us,brfs.us,bti.us,bud.us,cag.us,calm.us,casy.us,ccu.us,ceco.us,cent.us,centa.us,chd.us,cl.us,clx.us,coke.us,core.us,cost.us,cot.us,cpb.us,cresy.us,cvgw.us,deo.us,df.us,dg.us,dltr.us,edu.us,el.us,epc.us,farm.us,fc.us,fdp.us,fizz.us,flo.us,fmx.us,fred.us,ftft.us,ghc.us,gis.us,gpx.us,hain.us,hele.us,hlf.us,hrl.us,hsy.us,iba.us,imkta.us,ingr.us,ipar.us,jbss.us,jjsf.us,k.us,kmb.us,ko.us,kof.us,kr.us,lanc.us,linc.us,lndc.us,lope.us,lrn.us,lway.us,mdlz.us,mgpi.us,mkc.us,mo.us,nus.us,nwl.us,pep.us,pets.us,pg.us,pm.us,ppc.us,psmt.us,rad.us,rev.us,safm.us,sam.us,seed.us,senea.us,sjm.us,sptn.us,stkl.us,stra.us,stz.us,sumr.us,syy.us,tap.us,tgt.us,ths.us,tis.us,tsn.us,tues.us,ul.us,un.us,unfi.us,usna.us,uti.us,uvv.us,vgr.us,vlgea.us,wba.us,wmk.us,wmt.us
stkl.us,9.496853675030888e-06,1.4610367849344634e-05,5.4957822529718275e-05,8.7906496859147e-05,5.3253317960704607e-05,6.024013953879596e-05,2.628898264852431e-05,4.338275035637661e-05,5.7394587617186754e-05,3.473945395458986e-05,7.365967973421732e-05,9.327169657806928e-05,6.135720086942538e-05,3.244743593072634e-05,3.629198824670592e-05,7.807642618507178e-06,6.1977745010155e-05,4.58370734626344e-05,3.155750782053612e-05,3.334820303971407e-05,1.1645298937704371e-05,6.38876787905504e-05,2.4517070957678077e-05,1.9804957166241464e-05,2.425257802709163e-05,6.125318217075426e-05,5.1747324027888476e-05,1.709112069458483e-05,5.827337745001954e-05,2.6206940751375857e-05,6.158984783721993e-05,4.4434666492243796e-05,4.1719206334523785e-05,5.760847656511917e-05,3.3256287340382866e-05,-8.511948671801284e-06,7.902288026634005e-05,5.3046206367377844e-05,3.075621234916447e-05,7.79486946763469e-05,0.00010559591339995941,5.9014769742263494e-05,5.023506552495761e-05,3.79374031621489e-05,5.109530699264122e-05,4.581215988199242e-05,4.5693480886243394e-05,5.999838497108734e-05,6.954676063056875e-06,9.59599495922325e-05,8.449519520683213e-05,9.038814879495408e-05,6.978845672434651e-05,3.691240532079748e-05,1.3546859452611925e-05,2.9550632949803003e-05,5.82697364552305e-05,7.497969867140598e-05,6.915151689906133e-05,6.806860876859344e-05,5.4642575983782956e-05,7.123625318881057e-06,1.0399317579957786e-05,1.270576268797138e-05,5.039031586976773e-05,1.0828533446047093e-05,4.4117949409209823e-05,0.00010378085533271613,6.944702527388989e-05,6.65763430138662e-05,6.398109287263658e-05,5.71939002514193e-05,1.0786729388825593e-05,7.035994044865494e-05,1.4118250258581512e-05,2.117811109547928e-06,6.553681194420809e-05,3.271314131613469e-05,1.075851370541767e-05,5.961669724536175e-05,8.618516834350033e-06,2.7389446441457558e-05,0.00011407579334305106,7.591611095995495e-05,9.287894687408309e-05,0.00011723228380140937,5.6916925655797186e-05,4.566471235771956e-05,6.490252730925966e-05,8.349196655202841e-05,3.4065064416532614e-05,8.475667669441446e-05,0.0005185062545914348,7.650110319638554e-05,5.1946682595204054e-05,7.457533769129411e-05,1.7398934566760262e-05,4.4968978454193536e-05,1.0893897858946131e-05,4.092301771521278e-05,2.345574830314496e-05,5.755837586392941e-05,0.00010182139304053672,3.577232897083579e-05,3.733995837065182e-05,6.411102744959998e-05,6.137934989952759e-05,7.136738533726405e-05,5.106025031232214e-05,2.942750407468391e-05,4.230368535146106e-05,1.4086311426966653e-05,5.1987418645437295e-05,5.923055168972965e-06
stra.us,9.96588126408152e-06,1.4612012041353396e-06,9.074061292863133e-05,9.214337678546936e-05,0.00017105061849095803,0.00021474414419132346,1.3426153965472878e-05,6.070867609590606e-05,6.092714794007564e-05,0.00010436141834652458,0.00022626708663325013,8.836556626617176e-05,6.345832996934045e-05,3.58642714653891e-05,5.6970247442077094e-05,1.514995603715164e-05,6.73993959693471e-05,6.783753693265865e-05,3.359231357134498e-05,5.2266634204946e-05,7.471193652160734e-05,0.00010365157292226844,3.031933635046144e-05,2.853623975044127e-05,3.6922340855282716e-05,6.390277306210244e-05,8.976027502256453e-05,1.2454033995454853e-05,3.133254000570689e-05,2.9404348678357815e-05,4.648402012258163e-05,8.743847532129603e-05,4.3697018139881495e-05,7.181610052817823e-05,5.378775773846723e-05,6.081611960343933e-07,0.0001265414733934012,6.736272459126534e-05,9.039913899586344e-06,9.25142658393218e-05,0.00013734188580732327,6.636915068415558e-05,6.653536823068784e-05,4.055117352872842e-05,6.501155123938014e-05,0.00010796136333689848,5.428273024030098e-06,0.00010326855689682019,1.3782946410756082e-05,0.00011704536962453065,8.81467308124646e-05,0.00012450591963467428,0.00011381797334225314,4.913580714241566e-05,1.402746088259485e-05,2.7965936380166904e-05,7.885948629714074e-05,7.109350614714207e-05,0.00011094143739890459,6.396573876824244e-05,7.115927776754912e-05,1.3943611943994889e-05,3.5856776935388274e-06,8.146802145915862e-06,5.799367352205227e-05,1.5064451687082331e-05,7.480372520982857e-05,0.000247568290813796,0.00012074132060804082,0.0001720541722054102,0.00015969995040156871,7.069048787501852e-05,7.851161004774449e-06,8.734440331586735e-05,1.4557538147366861e-05,2.1326855720677725e-06,8.39167438455567e-05,2.9705891038808632e-05,1.3076495346102327e-05,8.603999776982096e-05,1.133826792014381e-05,3.2845756040221525e-05,0.00010472346648136935,6.834317520806971e-05,9.976208925515653e-05,9.718398658397789e-05,4.025538890315362e-05,6.62053369235923e-05,4.063900664004086e-05,0.00012601763080099618,4.0608855472605245e-05,8.832361814294933e-05,7.650110319638554e-05,0.0006009684586065003,6.092012104005741e-05,6.0802277668634266e-05,1.2527847913426799e-05,6.600636214569645e-05,1.4204536190580453e-06,6.817720539103131e-05,5.44499655735726e-05,6.255600276615845e-05,0.00014026341776054172,3.772490930542963e-05,3.762452297500036e-05,9.832503100145167e-05,8.015103449295622e-05,0.00016338694140676332,8.121289913778343e-05,3.938799485801822e-05,9.510081306788019e-05,9.905348270228245e-06,5.726976036424268e-05,5.627825327676682e-06
stz.us,1.0740479818818266e-06,-2.582622755559017e-07,5.898308388261559e-05,6.275286641134279e-05,4.9729686267840947e-05,5.634655799517602e-05,9.525589972155596e-06,4.688652061691611e-05,5.584211232101941e-05,5.32375770361037e-05,5.2574171676615234e-05,6.161856375334237e-05,5.486263308371215e-05,3.9193008518083234e-05,6.021029617726802e-05,1.709808040891588e-06,5.6999156116095245e-05,5.23961778913668e-05,3.0262697788943857e-05,2.335557842024691e-06,4.6649947583106904e-05,6.998556581900896e-05,3.981679911617099e-05,3.627478666849697e-05,3.648131096338946e-05,4.841219019589839e-05,5.450799973288448e-05,5.508364689464639e-06,5.116284675676919e-05,3.461156799869255e-05,4.9026925003710795e-05,6.0879920819332985e-05,4.312054425985089e-05,6.20257283929964e-05,4.0765351076513096e-05,1.1074273276203903e-05,7.102991456439766e-05,6.768236152014977e-05,1.1779142919590396e-05,7.269477894814637e-05,8.971311310759501e-05,5.752259378435013e-05,5.323668821538421e-05,3.806209313957463e-05,6.476751161924919e-05,7.31088315268591e-05,3.739653823777492e-05,4.566734531461691e-05,7.532193445215413e-06,8.295031961482787e-05,6.829106426962246e-05,8.727041177252394e-05,6.969592600969502e-05,4.855110338136323e-05,3.1036799755587884e-06,2.2363702582974224e-05,6.320704644612975e-05,6.340291378937167e-05,8.286884168605563e-05,5.295793767862639e-05,5.606000195676468e-05,4.985795033833818e-06,1.6466566903053836e-06,-3.8370624412639825e-07,6.17702908537439e-05,1.0692009572354508e-05,5.8514693496949024e-05,8.379547564352854e-05,7.920263140416648e-05,5.892205721572871e-05,7.47425515900109e-05,5.460077697805013e-05,6.797699995337034e-06,7.102276597644839e-05,6.063642301314797e-07,-3.4131304107556122e-06,6.580469206393067e-05,1.0263184501353238e-05,2.8675745381048187e-06,5.3450305175944165e-05,5.0213039157408044e-06,4.031521255926711e-05,0.00010485494043631829,6.312867531362156e-05,7.449862378630004e-05,9.75189898107464e-05,4.0676002637712716e-05,6.214358208135399e-05,7.10845964628132e-05,7.215181128790183e-05,4.341719288441894e-05,6.539762836825214e-05,5.1946682595204054e-05,6.092012104005741e-05,0.00021652328467252057,6.745005356473763e-05,7.974110186500203e-06,6.675525524202366e-05,4.1691321188102805e-06,3.712130688168862e-05,3.575461475326332e-05,5.287172688255704e-05,0.00011306402236734094,3.9317776971588274e-05,4.148669989269844e-05,6.630094986070887e-05,6.376752534928849e-05,5.421652352964566e-05,5.121909009314489e-05,4.405886007620164e-05,5.899208699958062e-05,1.1798419041005296e-05,4.439522987544779e-05,1.740159893494802e-06
sumr.us,6.972917480982137e-06,8.395500487443527e-06,8.295482074659247e-05,6.762414572590189e-05,3.937278375133717e-05,6.959016156208934e-05,3.0856632426545128e-06,4.668546256341241e-05,6.074512630717893e-05,5.539450990894054e-05,7.147337783730743e-05,6.631257024441585e-05,7.426985825204774e-05,4.4202556152337916e-05,4.3282822012454574e-05,-1.9585885522166437e-06,4.567739428082346e-05,5.613723652810211e-05,4.187912582203048e-05,2.0576530604263e-05,7.154729085249756e-05,0.00012627482724855886,4.399923402433636e-05,2.4198138248701435e-05,2.9626473686901007e-05,6.504703441303391e-05,5.439811248133372e-05,5.152127470419415e-06,3.9050512849232645e-05,2.222585646733602e-05,7.087341984169975e-05,4.838173063829896e-05,4.284486342685491e-05,6.975867630494119e-05,3.576522861590169e-05,6.68128865507047e-06,0.00010842695086698135,5.4251648748079745e-05,9.102583748011792e-06,0.00010753462105142368,0.000146547032538984,3.450509522963059e-05,7.87375731361894e-05,2.3855050119723687e-05,5.5848496598100794e-05,0.00010947199126627773,8.232022635262718e-05,5.018647235774373e-05,-1.3177076716207266e-06,7.665519197270794e-05,7.971925334540095e-05,9.662839576984863e-05,5.615589769151167e-05,3.6725837761145536e-05,-4.887088032191544e-06,1.6474190326749476e-05,8.345205830758981e-05,5.930603565397363e-05,0.00012694272127205898,6.259992005387571e-05,6.270691801606485e-05,3.903835094934698e-06,4.858521288786204e-08,1.2062245240239326e-05,4.081839741547879e-05,-3.5750455510384924e-06,6.697756289848903e-05,9.397207223601848e-05,0.00010753248905872803,0.00010219264947219387,9.071678030314922e-05,8.837124575361555e-05,-1.1757438446930697e-06,0.0001643212399598411,4.318197977780907e-06,-4.1239514327041044e-06,6.333707474005217e-05,9.848478327389852e-06,7.962901203186821e-06,9.146759960199959e-05,8.810478611045732e-06,2.0045031144981825e-05,0.0001260991943453272,7.443836682344234e-05,0.00012233579338778995,0.00012876901601944525,7.038367914349914e-05,5.94455079940355e-05,8.525492686318948e-05,9.904873725888718e-05,3.1657341158092274e-05,6.447021661537403e-05,7.457533769129411e-05,6.0802277668634266e-05,6.745005356473763e-05,0.0014269453153435625,1.2613427435141776e-05,4.089318144843781e-05,1.1716244663374522e-05,4.066366071149901e-05,2.6123125550310505e-05,5.850790555445175e-05,0.0001318349184313753,3.796655351008436e-05,3.7610409749803126e-05,7.648873899062578e-05,8.354132163289266e-05,9.912810951686455e-05,5.172970200827757e-05,3.313613870829462e-05,6.57818690016306e-05,4.456702476373749e-06,4.74432191667433e-05,8.181575103363698e-06
syy.us,3.105198268144043e-05,3.8326398125239324e-05,1.5153659510333478e-05,2.5174709421904573e-06,1.9635918950421345e-06,1.280232314239763e-05,3.5383556217142565e-05,9.660894383354384e-06,7.232623551164778e-06,9.266837679985462e-06,1.7664075462523338e-05,-4.320161583680005e-06,8.402596352912028e-06,5.346555651403858e-06,7.337730419834432e-06,2.7757209923972216e-05,1.5024868780472576e-05,1.968416040038181e-06,1.3807851065299902e-05,6.188213232709048e-05,1.631529896273723e-05,1.716407381542095e-05,3.2503047626453126e-06,4.440330363910782e-06,5.680677394384276e-06,3.7889982232071026e-06,1.049170094077428e-05,3.2311893829040055e-05,1.3635431187234788e-05,9.88413832978979e-06,1.7422969126089187e-05,9.066486971814323e-06,6.772628892163137e-06,5.528963673445131e-06,8.338808587078885e-06,2.2597895794356296e-05,2.3490104755051978e-05,1.1606444922920413e-05,3.34758657487131e-05,8.605524928207606e-06,7.554340410210882e-06,4.031412849460041e-06,4.020089335996866e-06,6.456644181699071e-06,8.240678925946084e-06,1.0040681553406869e-05,1.1772008478955172e-05,1.3132105103735782e-06,2.710032219455129e-05,9.216733079080475e-06,4.994473883967612e-06,1.128271516292139e-05,7.423755064569882e-06,3.575159552065276e-06,2.6836814125597604e-05,-1.7915493971628953e-06,8.833385201857997e-06,7.77590967255698e-06,1.7729055564675845e-05,8.888331839800396e-06,4.296641236982334e-06,2.5613313583649458e-05,2.435189559108818e-05,2.664754814724104e-05,6.939101209262971e-06,3.246221558220795e-05,1.7320459519141936e-06,2.2279898850290495e-05,6.955030365453466e-06,7.096989321290509e-06,9.740391805090386e-06,9.071056396125795e-06,3.005127975232748e-05,7.363649561590328e-06,3.0280033382585926e-05,2.6734517960816214e-05,1.1638903569295377e-05,4.201126219971765e-05,2.6557962218820826e-05,7.522563207384951e-06,2.274386409573454e-05,9.318379333954162e-06,8.08970464996733e-06,8.893970602394289e-06,1.0921635287298557e-05,2.003260503782705e-05,6.662369817001616e-06,9.907721089269604e-06,2.290689723931454e-05,1.2994973166263617e-05,7.478416742178319e-06,1.3381475610295423e-05,1.7398934566760262e-05,1.2527847913426799e-05,7.974110186500203e-06,1.2613427435141776e-05,8.50190316330756e-05,9.254313438174307e-06,2.6136548309763924e-05,6.835699340584634e-06,2.2505801122609268e-06,7.56939470837463e-06,1.3959319046223275e-05,7.494424726916751e-06,6.9018895312496055e-06,6.887862294948919e-06,3.2413044074063393e-06,7.630044141492327e-06,7.631928075041199e-06,4.783109379726345e-06,7.66687966266086e-06,3.86634884490777e-05,4.279413120019801e-06,2.2342377509102304e-05
tap.us,8.611575780626778e-06,9.31644668661512e-06,4.3586590303638225e-05,3.985053071821537e-05,4.529494466455325e-05,4.595787305357766e-05,1.082469612761257e-05,4.334022694727226e-05,4.2791655764347355e-05,3.9196809338893507e-05,4.927758409122878e-05,6.10372395173139e-05,4.35082768444738e-05,3.426569119367416e-05,4.5849286675806175e-05,3.7744683259792673e-06,4.459278064849998e-05,3.9591401015292974e-05,3.428775450853491e-05,2.117559201248556e-06,4.1711275610329787e-05,6.144058257806594e-05,3.3288012245299505e-05,3.393252302941943e-05,3.0093725676028977e-05,3.4178547971716014e-05,4.3495360985506125e-05,2.03126347755785e-06,3.1560878817954934e-05,3.7228718555417834e-05,4.4723452332137504e-05,4.882276880313989e-05,3.369876187788415e-05,4.962108159595353e-05,2.790560322511079e-05,7.230387862213704e-06,4.5624857432673855e-05,4.38634684545202e-05,1.0209343210973202e-05,5.567971747801057e-05,6.345216616299728e-05,4.7819111630839925e-05,4.813666373295889e-05,3.490839244591891e-05,4.870159677063204e-05,5.224166097328984e-05,3.22874683034233e-05,3.408763943612738e-05,6.279914210701152e-06,5.499219507824989e-05,4.460286116458466e-05,6.0938523357045274e-05,4.145644420712208e-05,4.433929119854858e-05,2.4257207196222937e-06,1.9559808980924455e-05,4.6661640656486885e-05,5.1597492667039e-05,5.785491738220208e-05,3.457615804748421e-05,4.4535640244328175e-05,6.066962402147849e-06,2.3411194246561314e-07,6.843527359613916e-06,4.996952079577663e-05,1.1231841009375427e-05,4.170853565740428e-05,7.138318806464935e-05,5.9720097693584495e-05,4.3760926017968856e-05,4.6123105094766316e-05,4.2284155050924476e-05,4.3182062869296235e-06,5.224020309803596e-05,5.746333339243295e-06,3.8035279767177464e-06,4.2813186655490175e-05,8.251397727727805e-06,5.490209977591965e-06,4.3024089658040974e-05,4.74012581446681e-06,3.411873657272666e-05,7.299063970728618e-05,5.168961087087705e-05,5.3565787473933595e-05,7.050101521829228e-05,3.283927855399743e-05,4.893383245980552e-05,3.1948607666583e-05,5.682332665170099e-05,3.7548068938812504e-05,5.778657426048948e-05,4.4968978454193536e-05,6.600636214569645e-05,6.675525524202366e-05,4.089318144843781e-05,9.254313438174307e-06,0.0001309901175221678,-3.165842150911187e-07,3.35210276508882e-05,1.9618543125069886e-05,4.743649218592268e-05,6.442748510058175e-05,3.1785094760052664e-05,3.2741102569320676e-05,5.635226976449791e-05,4.492951963296805e-05,5.468073128870715e-05,4.3371303641925495e-05,3.425860266460836e-05,3.931516585730951e-05,1.2345827455274766e-05,3.83332348306967e-05,2.766354472770845e-06
tgt.us,3.610562619833498e-05,3.8945001973185416e-05,9.718244472643067e-06,4.6444667656034015e-06,-2.8290939572704116e-06,9.326404623595538e-06,3.882022714460327e-05,9.862063760485608e-06,1.7809047617950596e-07,1.6571490451654273e-05,2.7598230730299557e-05,-6.09769165690859e-06,6.717664003476738e-06,3.943246188778242e-06,8.008455549053207e-06,2.471281542870751e-05,9.58524915094641e-06,-1.8618598397516208e-06,1.120093687078845e-05,6.0711865814452836e-05,1.1327927928704429e-05,7.06979700324877e-06,-2.3452173085825407e-06,3.055061363975681e-06,-9.868733356370132e-07,-3.1208489462014678e-06,2.09066860965909e-06,4.0841077478373785e-05,1.536798927496588e-05,1.5629594045831301e-06,1.4021116254335457e-05,3.987212313188151e-06,6.26185801149359e-06,4.177072842535587e-06,1.0502322113126627e-05,5.2341151151445465e-05,1.1603451130575959e-05,1.6807996578067e-05,3.769969937630833e-05,6.901435372306349e-06,-3.6445684559103574e-06,-1.6314029463663742e-06,-2.697850126495204e-06,-2.2359648494336713e-06,5.851939618796859e-08,3.677003727184742e-06,8.490322006360346e-06,6.704310501702504e-06,2.3433594978799983e-05,-1.9669164171894024e-06,9.4072190539253e-06,3.4092115235549123e-06,1.025206048603831e-05,2.037328573141324e-06,2.4720253059627277e-05,3.348330321208192e-07,1.6675374326788708e-06,9.868383650997663e-06,1.6708467066475275e-05,1.2349819417500502e-05,-7.68948197128048e-07,2.4421668476416486e-05,2.1947269975291463e-05,2.4182429399875306e-05,5.124990351453175e-06,2.938042556980071e-05,-3.360535376100636e-06,1.9083207797154057e-05,8.516789994434491e-06,1.497480822264416e-05,1.3033515132932533e-05,5.323477187057865e-06,2.7774592145797713e-05,7.776910277116479e-06,2.7297016058437447e-05,2.5956573918774355e-05,1.871407695999755e-05,5.3242420282555194e-05,1.942712026729573e-05,1.262092874878184e-05,2.307568871877329e-05,2.625257896516071e-06,-8.885815405089412e-06,1.1208862248242419e-05,5.389886004646882e-06,1.783611730711732e-05,-7.268622141236715e-06,6.78040091150411e-07,5.497652677167807e-06,4.784103960999539e-06,3.0741266796058537e-06,3.022145587966146e-07,1.0893897858946131e-05,1.4204536190580453e-06,4.1691321188102805e-06,1.1716244663374522e-05,2.6136548309763924e-05,-3.165842150911187e-07,0.00010459875913153522,-3.4064933252311953e-06,-2.2154170195159346e-06,3.8583715494369184e-06,1.596156613703733e-05,4.231253671983705e-06,3.568175284953647e-06,-1.8748488876578088e-06,1.8855838898787684e-06,3.137796738584552e-06,4.934830573947976e-06,-1.0346094422452766e-06,-3.5691748001470964e-07,3.8619742098894173e-05,-4.077207815246372e-06,3.39143461809458e-05
ths.us,1.9455151253155235e-06,3.44713862979541e-06,5.8836988098441024e-05,5.209947880596626e-05,4.2569688006186445e-05,4.698640680884369e-05,-8.377844091484553e-07,3.195967767724921e-05,5.488947807294013e-05,4.2808267897421675e-05,6.0573411451122926e-05,5.9932752379947855e-05,3.409889809572163e-05,2.43347948066621e-05,3.51144929536962e-05,3.678012887692458e-06,5.8813401768626324e-05,5.041197995614907e-05,2.3682420461722596e-05,8.833004527922496e-06,5.298273763969627e-05,6.81106570960588e-05,3.666835809259187e-05,2.7031331072396138e-05,2.3988437118040052e-05,4.9209707399130344e-05,5.230767501973717e-05,7.94347652327083e-06,3.480511291249401e-05,3.083213656859023e-05,3.0333716485398774e-05,6.715084444874106e-05,2.7227004895237074e-05,4.203687943671269e-05,3.37885919076022e-05,2.300241802823652e-06,3.675811426103297e-05,3.6356237562463796e-05,5.450313964870676e-06,6.751486725529349e-05,8.997785509299822e-05,5.2297394125946605e-05,7.976022328671388e-05,4.820120788543545e-05,3.2249605752201474e-05,5.404273622366133e-05,1.1649723657511212e-05,3.127683020041876e-05,9.336315868441112e-06,8.05330772557203e-05,6.553008383186788e-05,6.265848736718063e-05,5.7132698744538976e-05,3.965411583758302e-05,4.286497619514617e-06,1.2792357704553966e-05,6.653894759594326e-05,4.9860254604567105e-05,7.301692606597036e-05,4.2395908046299485e-05,6.454226693451679e-05,1.7968426233756555e-06,8.252504661304745e-07,4.98810380813017e-06,3.756241481934721e-05,5.757180331963058e-07,6.808879375187653e-05,5.900443269304556e-05,7.741597114944954e-05,4.8496673674168795e-05,6.158000709607154e-05,6.631208301966095e-05,5.043251104623502e-07,4.36987030572161e-05,5.285428497664457e-06,4.280703433179412e-06,6.0976005273479875e-05,-2.1815319451948125e-07,4.050289369560535e-06,4.413400227840565e-05,2.3206546163187484e-06,2.893462365708287e-05,5.991950580801025e-05,6.096120908760804e-05,4.262657475180542e-05,7.770683986336118e-05,4.27305912088342e-05,5.3385108751480726e-05,5.349668729319009e-05,6.972489040236063e-05,3.8708799448846155e-05,7.201903411375746e-05,4.092301771521278e-05,6.817720539103131e-05,3.712130688168862e-05,4.066366071149901e-05,6.835699340584634e-06,3.35210276508882e-05,-3.4064933252311953e-06,0.00019129988910910825,2.77284083015267e-05,4.657693216793511e-05,6.699615054562547e-05,2.6922864311892233e-05,2.831821555185292e-05,6.452890707968983e-05,6.044206408417213e-05,6.352830079894315e-05,5.408013824286824e-05,3.16409614017831e-05,4.951302046687828e-05,5.755180072143938e-06,4.835131625658918e-05,3.7681195162421934e-06
tis.us,-2.4282371796624075e-06,4.176261463708232e-06,4.7204328739966974e-05,4.551160798107622e-05,4.394767966818529e-05,3.8462882145976274e-05,9.549625249882796e-06,3.4478298014990484e-05,3.072707157536773e-05,1.868016987361861e-05,4.447730556285427e-05,3.109889967980064e-05,2.2160435869539864e-05,1.1972372782097823e-05,2.0260736566353567e-05,5.937212063628608e-06,3.0079904054465954e-05,1.8969772168212587e-05,1.0438305516476874e-05,-5.916743722348612e-06,3.3368666499531106e-05,3.990805130817975e-05,1.5033922926764752e-05,9.616809358768954e-06,1.3539113138516426e-05,2.9564359349092214e-05,3.962923954327246e-05,5.866795971739355e-06,2.322766067376174e-05,8.91695349091346e-06,2.8357313265427314e-05,5.0061512958068004e-05,1.7952318561120974e-05,2.1258986011731958e-05,1.738486122353529e-05,1.4723372712226774e-06,4.077175290487154e-05,2.498355289481987e-05,1.0629971644435715e-05,6.971530415939151e-05,4.5118634311386535e-05,3.536308199980762e-05,6.083905574089033e-05,1.5225884540150943e-05,1.5764453766770114e-05,5.501364580069867e-05,5.3662938277285886e-05,2.5071295401891053e-05,-7.502833240282017e-07,5.263421348444498e-05,2.6437809983201724e-05,6.187263852076524e-05,3.997016803836852e-05,1.2106687583756638e-05,1.8437972379821628e-07,-4.4660511874574456e-07,4.423095424848163e-05,2.002054540078573e-05,5.3627408442007057e-05,3.977115989356615e-05,2.7045356425897544e-05,-3.6041844479715537e-06,-1.4647044459390985e-06,4.879142101538789e-06,2.7080325890871667e-05,8.342079247781462e-06,3.843565992079972e-05,6.835631911053604e-05,6.757209518751917e-05,5.437803549480684e-05,5.87500497880503e-05,4.2620957029082144e-05,1.947083524143167e-06,2.584544660436116e-05,-2.876886045903668e-06,6.776785374715622e-06,2.519109463104315e-05,1.1916288379398231e-05,7.722795665960295e-07,5.331260066602742e-05,1.6850225162961457e-06,1.1990374610870592e-05,6.235038199370607e-05,2.5447211417132924e-05,6.602235007923136e-05,7.26341501870339e-05,3.547321761684734e-05,3.350975249239261e-05,4.286015258473208e-05,5.064813278109261e-05,1.6928212781112477e-05,5.808938816336237e-05,2.345574830314496e-05,5.44499655735726e-05,3.575461475326332e-05,2.6123125550310505e-05,2.2505801122609268e-06,1.9618543125069886e-05,-2.2154170195159346e-06,2.77284083015267e-05,0.0003449518019508683,1.578372398661919e-05,9.883137408919188e-05,1.4268876978660594e-05,1.7656673860914133e-05,2.9814033768238127e-05,5.1538504118946044e-05,6.00657903585492e-05,3.679399513738824e-05,2.3860244925368102e-05,5.505304024897594e-05,-3.3624870991561275e-06,3.601422328204982e-05,-5.0130069560108864e-06
tsn.us,8.19220713124391e-06,1.1320458022827873e-05,4.179554127666218e-05,6.711564893727132e-05,5.309915347702309e-05,4.4703940867916755e-05,7.571774292144255e-06,4.7010629722751556e-05,5.719268706892409e-05,4.3934560301367053e-05,6.722906555960918e-05,3.578569296011681e-05,5.524048086761705e-05,3.4225638344184476e-05,3.595268942363422e-05,1.2509336706614155e-05,5.877340714607466e-05,4.324123003358635e-05,3.442076266078284e-05,-1.2313082620683948e-05,2.581233776695089e-05,5.109833881165601e-05,3.849457647006149e-05,3.074389552823524e-05,3.1681242794391367e-05,4.3268535409577317e-05,3.930605164317579e-05,6.208148316471471e-06,4.624140032890438e-05,4.162586442540335e-05,4.9858713670103445e-05,6.704462581576023e-05,3.574436507752393e-05,7.677105305771206e-05,3.382671845919269e-05,1.6005911614714834e-05,5.8482968809079964e-05,4.945261646068403e-05,9.562594609361942e-06,5.3413161501379976e-05,8.866933171326271e-05,5.3747115779874266e-05,4.198877066726293e-05,5.046656882974312e-05,5.007742805169066e-05,5.65628333564755e-05,5.1875630238464925e-05,4.2576360073332885e-05,1.060435527705358e-05,7.29287521901709e-05,6.543705718697815e-05,7.033127800591453e-05,7.229128057565284e-05,5.844963452230727e-05,3.3165870227860668e-06,1.9931256305780964e-05,5.26112617974517e-05,6.001779659160917e-05,7.270598142685278e-05,3.375348699503016e-05,5.2348664689015235e-05,6.978714599846131e-06,1.672853512287955e-06,1.9647495892677727e-06,4.791586241910612e-05,6.823189336887587e-06,5.8739923715686516e-05,6.997880920218918e-05,6.815240072140343e-05,5.704074378984046e-05,5.06824323660701e-05,5.43477374452907e-05,7.034952541213681e-06,5.491800121676545e-05,6.122825068957564e-06,-5.444433155463796e-07,5.6177042887343424e-05,1.1161082584831096e-05,3.8099624506533147e-06,4.486428359950617e-05,3.953072282744661e-06,3.549576802220373e-05,0.00017297000192558964,4.5911125094423516e-05,7.094033057303927e-05,6.964845981798331e-05,0.00010213802918588365,4.1621917965972394e-05,6.130598933182252e-05,6.118938293239536e-05,4.549457847107008e-05,5.905249567839674e-05,5.755837586392941e-05,6.255600276615845e-05,5.287172688255704e-05,5.850790555445175e-05,7.56939470837463e-06,4.743649218592268e-05,3.8583715494369184e-06,4.657693216793511e-05,1.578372398661919e-05,0.00022048544121699306,8.065594717073362e-05,3.796945188350983e-05,3.8792866971031184e-05,5.468041389158603e-05,5.49414293808137e-05,5.085015647681252e-05,5.683458254626702e-05,3.7249573067368124e-05,3.955177707443246e-05,1.5033410123250485e-05,3.430448195004165e-05,4.2016855725814143e-07
